descricao,ano_criacao,periodo_criacao,componentes,ch_matriz
Licenciatura em Matemática - Campina Grande (2019.1),2019,1,"História da Educação, Inglês Instrumental, Língua Portuguesa I, Matemática para o Ensino Fundamental, Matemática para o Ensino Médio I, Psicologia da Aprendizagem, Trigonometria, Álgebra Vetorial e Geometria Analítica, Cálculo I, Educação em Diversidade, Epistemologia da Matemática, Filosofia da Educação, Língua Portuguesa II, Matemática para o Ensino Médio II, Argumentação Matemática, Cálculo II, Didática Geral, Matemática para o Ensino Médio III, Prática de Laboratório de Ensino de Matemática I, Sociologia da Educação, Álgebra Linear I, Cálculo III, Didática da Matemática, Libras I, Metodologia do Trabalho Científico, Prática de Laboratório de Ensino de Matemática II, Desenho Geométrico, Estágio Supervisionado I, Física Básica I, Gestão Educacional e Planejamento, Introdução à Programação, Introdução à Teoria dos Números, Prática de Ensino de Matemática I, Educação em Direitos Humanos, Estágio Supervisionado II, Estatística e Probabilidade, Estruturas Algébricas I, Geometria Euclidiana Plana, Pesquisa Aplicada em Matemática I, Prática de Ensino de Matemática II, Análise Real I, Equações Diferenciais Ordinárias, Estágio Supervisionado III, Matemática Financeira I, Pesquisa Aplicada em Matemática II, Prática de Ensino de Matemática III, Educação Ambiental e Sustentabilidade, Estágio Supervisionado IV, Geometria Euclidiana Espacial, História da Matemática, Prática de Ensino de Matemática IV, Trabalho de Conclusão de Curso - TCC, Álgebra Linear II, Análise Real II, Cálculo IV, Estruturas Algébricas II, Filosofias da Matemática e Educação Matemática I, Filosofias da Matemática e Educação Matemática II, Introdução ao Cálculo Numérico e à Matemática Computacional, Teorias da Aprendizagem",3270
Técnico em Mineração Subsequente (2019.1) - Picuí,2019,1,"Desenho Básico, Geologia Geral, Informática Básica, Introdução à Mineração, Introdução ao Tratamento de Minérios, Matemática Básica, Mineralogia Aplicada, Português Instrumental, Higiene e Segurança do Trabalho, Inglês Instrumental, Introdução à Mecânica de Rochas, Lavra e Beneficiamento de Rochas Ornamentais, Petrografia, Relações Humanas no Trabalho, Topografia, Tratamento de Minérios I, Depósitos Minerais, Geoprocessamento, Lavra de Mina a Céu Aberto, Legislação Mineral e Ambiental, Manutenção de Equipamentos de Mineração, Perfuração e Desmonte de Rochas, Pesquisa Mineral, Tratamento de Minérios II, Economia Mineral, Empreendedorismo, Gestão da Produção Mineral, Lavra Subterrânea, Metodologia da Pesquisa, Movimentação e Transporte, Planejamento e Gerenciamento Ambiental na Mineração, Tratamento de Minérios III",1345
Técnico em Eletrônica Subsequente - Campus Picuí,2019,1,"Eletricidade Básica, Eletrônica Digital, Higiene e Segurança no Trabalho (NR10), Inglês Instrumental, Introdução à Programação, Laboratório de Eletricidade Básica, Matemática Aplicada, Português Instrumental, Prática de Eletrônica Digital, Análise de Circuito CA, Eletrônica Analógica, Laboratório de Análise de Circuito CA, Laboratório de Eletrônica Analógica, Laboratório de Montagem e Manutenção de Micro, Microcontroladores e Microprocessadores, Redes de Computadores, Eletrônica de Potência, Empreendedorismo, Intraestruturas de Redes, Meio Ambiente, Metodologia do Trabalho Cientifico, Projetos Eletrônicos, Técnicas de Manutenção, Tópicos Especiais",1200
Técnico em Sistemas de Energia Renovável Integrado - Campus Esperança,2019,1,"Artes, Biocombustíveis, Biologia I, Desenho Técnico Auxiliado por Computador, Educação Física I, Eletricidade e Circuitos Elétricos, Energias Renováveis e Agricultura, Ética e Responsabilidade Socioambiental, Filosofia I, Física I, Geografia I, História I, Informática Básica e Introdução à Programação, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sociologia I, Biologia II, Educação Física II, Eletrônica Aplicada, Empreendedorismo e Gestão de Negócios, Energia Solar Térmica, Filosofia II, Física II, Geografia II, Higiene, Meio Ambiente e Segurança, História II, Inglês Instrumental I, Instalações Elétricas, Língua Portuguesa e Literatura Brasileira II, Matemática II, Microcontroladores, Química II, Sociologia II, Biologia III, Educação Física III, Energia Eólica, Hidráulica e Biomassa, Energia Solar Fotovoltaica, Filosofia III, Física III, Geografia III, História III, Inglês Instrumental II, Língua Portuguesa e Literatura Brasileira III, Manutenção de Sistemas de Energia Renovável, Matemática III, Metodologia da Pesquisa Científica, Projeto Integrador de Energia Renovável, Química III, Sociologia III, Língua Espanhola I, Língua Espanhola II, Língua Espanhola III",3308
Especialização em Ensino de Língua Portuguesa como Segunda Língua para Surdos - Campus João Pessoa,2019,1,"Aquisição de L1 e L2, Educação Bilíngue para Surdos, Elaboração de Material Didático de Língua Portuguesa para Surdos, Ensino de Escrita em Língua Portuguesa como L2 para Surdos, Ensino de Leitura em Língua Portuguesa como L2 para Surdos, Ensino de Literatura para Surdos, Fundamentos de Educação à Distância, Libras I, Libras II, Metodologia da Pesquisa Científica, Recursos Tecnológicos para o Ensino de Língua Portuguesa para Surdos, Trabalho de Conclusão de Curso",465
Especialização em Libras - Campus Patos,2019,1,"Avaliação do Processo de Ensino-Aprendizagem, Currículo e Letramento na Educação de Surdos, Fundamentos de Aquisição da Linguagem, Fundamentos Teóricos e Metodológicos da Inclusão, História e Fundamentos da Educação de Surdos, Introdução à Escrita de Sinais, Introdução aos Ambientes Virtuais de Aprendizagem, Libras I, Libras II, Libras III - Literatura Surda, Metodologia Científica, Oficina de Libras, Teorias Educacionais, Trabalho de Conclusão de Curso",420
Especialização em Ensino de Ciências e Matemática - Campus Patos,2019,1,"Avaliação da Aprendizagem, Ferramentas Conceituais da Matemática no Ensino-Aprendizagem das Ciências, História, Filosofia e Epistemologia das Ciências, Introdução aos Ambientes Virtuais de Aprendizagem, Metodologia da Pesquisa Científica, Metodologia e Didática no Ensino das Ciências e Matemática, Práticas Interdisciplinares em Ensino de Ciências e Matemática, Projetos Didáticos Interdisciplinares em Ensino de Ciências e Matemática, Tecnologias Educacionais no Ensino de Ciências e Matemática, Teorias Educacionais, Trabalho de Conclusão de Curso",420
Especialização em Línguas Estrangeiras Modernas - Campus Cabedelo,2019,1,"Abordagens e Métodos do Ensino de Língua Estrangeira, Didática do Ensino Superior, Fonética e Fonologia da Língua Estrangeira, Fundamentos de Educação à Distância, Linguística Aplicada ao Ensino de Língua Estrangeira, Metodologia da Pesquisa Científica, Análise e elaboração de material didático, Avaliação do Processo de Ensino-Aprendizagem, Elaboração de projeto, Interdisciplinaridade e Estudos Culturais, Multiletramento, Teorias Variacionistas",360
Técnico Subsequente em Transações Imobiliárias,2019,1,"Desenho Arquitetônico, Direito Imobiliário I, Informática Aplicada, Introdução à Administração, Matemática Financeira, Metodologia Cientifica, Português Aplicado, Direito Imobiliário II, Economia e Mercado, Empreendedorismo, Ética no Trabalho, Marketing e Estratégia de Vendas, Operações Imobiliárias, Planejamento Urbano",830
Técnico Subsequente em Transporte Aquaviário - Cabedelo Centro,2019,1,"Informática Aplicada, Introdução à Ciência dos Materiais, Introdução à Higiene e Segurança do Trabalho, Legislação Marítima I, Logística e Infraestrutura Portuária, Marinharia e Arte Naval, Métodos Quantitativos Aplicados, Motores de Combustão Interna e Refrigeração, Redação de Textos Técnicos, Eletrotécnica Aplicada, Estabilidade de Embarcações, Gestão Ambiental, Gestão de Compras e Suprimentos, Gestão e Organização Aquaviárias, Legislação Marítima II, Manutenção e Reparo Naval, Metodologia Cientifica, Navegação Marítima, Comércio Exterior e Sistema Aduaneiro, Empreendedorismo e Cooperativismo, Movimentação de Cargas e Estivagem, Relações Humanas no Trabalho, Seminários, Sistemas Auxiliares",996
Formação Inicial e Continuada em Informática Básica - Campus Itaporanga,2019,1,"Apresentação, Conceitos Básicos, Internet, Planilha Eletrônica, Processador de Texto, Sistema Operacional Windows",95
Técnico em Instrumento Musical Subsequente (2019.1) - João Pessoa,2019,1,"Canto Coral I, Estética e Filosofia da Arte, História da Música Ocidental, Instrumento Musical I, Teoria e Percepção I, Canto Coral II, História da Música Brasileira, Instrumento Musical II, Música, Tecnologia e Inovação, Música, Trabalho e Sociedade, Teoria e Percepção II, Empreendedorismo e Produção Musical, Harmonia Tonal, Instrumento Musical III, Português Literário, Prática em Conjunto I, Projetos Musicais, Teoria e Percepção III, Audição e Crítica, Harmonia Funcional e Improvisação, Instrumento Musical IV, Introdução à Pedagogia do Instrumento, Língua Inglesa, Percepção IV, Prática em Conjunto II, Instrumento I - Bandolim, Instrumento I - Bateria, Instrumento I - Canto, Instrumento I -Cavaquinho, Instrumento I - Clarinete, Instrumento I - Contrabaixo Acústico, Instrumento I - Contrabaixo Elétrico, Instrumento I - Guitarra Elétrica, Instrumento II - Bandolim, Instrumento II - Bateria, Instrumento II - Canto, Instrumento II - Cavaquinho, Instrumento II - Clarinete, Instrumento II Contrabaixo Acústico, Instrumento II - Contrabaixo Elétrico, Instrumento II - Guitarra Elétrica, Instrumento III - Bandolim, Instrumento III - Bateria, Instrumento III - Canto, Instrumento III - Cavaquinho, Instrumento III - Clarinete, Instrumento III Contrabaixo acústico, Instrumento III Contrabaixo Elétrico, Instrumento III - Guitarra Elétrica, Instrumento III - Piano, Instrumento III - Saxofone, Instrumento III - Trompete, Instrumento III - Viola, Instrumento III - Violão, Instrumento III - Violino, Instrumento III - Violoncelo, Instrumento II - Piano, Instrumento II - Saxofone, Instrumento II - Trompete, Instrumento II - Viola, Instrumento II - Violão, Instrumento II - Violino, Instrumento II - Violoncelo, Instrumento I - Piano, Instrumento I - Saxofone, Instrumento I - Trompete, Instrumento IV - Bandolim, Instrumento IV - Bateria, Instrumento IV - Canto, Instrumento IV - Cavaquinho, Instrumento IV - Clarinete, Instrumento IV Contrabaixo acústico, Instrumento IV Contrabaixo elétrico, Instrumento IV - Guitarra Elétrica, Instrumento I - Viola, Instrumento I - Violão, Instrumento I - Violino, Instrumento I - Violoncelo, Instrumento IV - Piano, Instrumento IV - Saxofone, Instrumento IV - Trompete, Instrumento IV - Viola, Instrumento IV - Violão, Instrumento IV - Violino, Instrumento IV - Violoncelo",893
Técnico em Química Integrado (2019.1) - Campina Grande,2019,1,"Arte, Biologia I, Educação Física I, Filosofia I, Física I, Geografia I, História I, Informática Básica, Língua Portuguesa e Literatura Brasileira I, Matemática I, Princípios e cálculos químicos, Química Geral Experimental, Química I, Sociologia I, Tratamento de Água, Efluentes e Resíduos, Biologia II, Bioquímica, Ciência dos Materiais, Educação Física II, Filosofia II, Física II, Geografia II, História II, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira II, Matemática II, Microbiologia, Princípios de Tecnologia de Alimentos, Processos Físico-Químicos, Processos Inorgânicos, Química II, Sociologia II, Toxicologia e Segurança no Trabalho, Educação Física III, Empreendedorismo, Filosofia III, Física III, Geografia III, História III, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira III, Matemática III, Metodologia do Trabalho Científico, Princípios de Engenharia de Processos, Processos Orgânicos, Química Analítica, Química III, Sociologia III",3406
Mestrado Profissional em Tecnologia da Informação - Campus João Pessoa,2019,1,"Inovação e Empreendedorismo, Metodologia da Pesquisa, Avaliação de Desempenho em Redes, Banco de Dados, Computação em Nuvem, Computação Ubíqua, Desenvolvimento de Aplicações Distribuídas, Engenharia de Software, Gerência de Projetos de Tecnologia da Informação, Integração de Dados, Interação Humano Computador, Internet das Coisas, Mineração de Dados, Planejamento e Desenvolvimento Ágil de Software, Recuperação da Informação, Redes de Computadores, Redes definidas por Software, Roteamento Avançado em Redes, Sistemas de Apoio à Inteligência do Negócio, Sistemas Distribuídos, Técnicas avançadas de programação, Teste de Software, Tópicos Especiais em GDS, Tópicos Especiais em RSD, Virtualização de Redes, Web Semântica e Aplicações",360
Licenciatura em Computação e Informática 2019.1 - Campus Cajazeiras,2019,1,"Fundamentos da Educação a Distância (EAD), Fundamentos Filosóficos da Educação, Introdução à Computação, Introdução à Informática, Língua Portuguesa, Lógica e Algoritmos, Aprendizagem Assistida por Computador, Didática Geral, Inglês Instrumental, Matemática Discreta, Programação Estruturada, Projeto Interdisciplinar I, Cultura Afro-Brasileira, Didática Aplicada ao Ensino de Computação e Informática, Estrutura de Dados, História da Educação, Programação Orientada a Objetos I, Projeto Interdisciplinar II, Banco de Dados, Ética e Direitos Humanos, Probabilidade e Estatística, Programação Orientada a Objetos II, Projeto Interdisciplinar III, Psicologia da Educação, Educação Inclusiva, Engenharia de Software, Estágio Supervisionado I, Metodologia do Trabalho Científico, Mídias e Novas Tecnologias nas Práticas de Ensino, Redes de Computadores, Sociedade e Tecnologia da Informação, Análise e Projeto de Sistemas, Avaliação da Aprendizagem, Estágio Supervisionado II, Gestão Escolar e Planejamento, Interface Humano Computador, Programação Web I, Estágio Supervisionado III, Fundamentos Sociológicos da Educação, Produção de Materiais Instrucionais, Programação Web II, Sistemas de Informação, Trabalho de Conclusão de Curso I, Educação Ambiental e Sustentabilidade, Estágio Supervisionado IV, Libras, Programação para Dispositivos Móveis, Segurança da Informação, Trabalho de Conclusão de Curso II, Alfabetização de Jovens e Adultos, Gestão de Projetos, Introdução à Inteligência Artificial, LIbras II, Metodologia do Ensino da Computação, Testes de software",3510
